Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
Remolino,Remolino [26030090],	1981-01-01,,Operational,Unknown,Land (fixed),0-170-0-26030090|primary,South America,Brazil,Colombia,2.515,-76.829722,1628,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,53|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
SABANALARGA - AUT,,	2013-05-05,,Operational,Partly operational,Land (fixed),0-170-0-29045000|primary,South America,Brazil,Colombia,10.6775,-74.85042,85,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAJONIA HACIENDA AUT,,	2014-03-10,,Operational,Unknown,Land (fixed),0-170-0-25020600|primary,South America,Brazil,Colombia,8.48972,-75.60139,100,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-28,COL NMHS
SAN ANDRES AUT,,	1996-12-15,,Operational,Unknown,Land (fixed),0-170-0-17019010|primary,South America,Brazil,Colombia,12.5561,-81.70339,1,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-28,COL NMHS
SAN ANTONIO,,	1967-04-15,,Operational,Unknown,Land (fixed),0-170-0-25027180|primary,South America,Brazil,Colombia,9.04,-74.77,17,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-28,COL NMHS
SAN ANTONIO QUINTA,,	1971-12-15,,Operational,Operational,Land (fixed),0-170-0-22065040|primary,South America,Brazil,Colombia,3.90692,-75.48808,1418,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAN BENITO - AUT,,	2014-11-14,,Operational,Operational,Land (fixed),0-170-0-25025380|primary,South America,Brazil,Colombia,9.16389,-75.04472,20,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAN JOSE,,	1974-11-15,,Operational,Unknown,Land (fixed),0-170-0-35190070|primary,South America,Brazil,Colombia,5.09192,-72.45858,190,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-28,COL NMHS
SAN JOSE DEL GUAVIARE,,	1980-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80322|primary,South America,Brazil,Colombia,2.5666666667,-72.6333333333,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
SAN JOSE PALMAR,,	1973-09-15,,Operational,Partly operational,Land (fixed),0-170-0-54025010|primary,South America,Brazil,Colombia,4.8985,-76.2319,1077,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAN JUAN MIRA AUT,,	1980-12-15,,Operational,Unknown,Land (fixed),0-170-0-51027060|primary,South America,Brazil,Colombia,1.42389,-78.67028,2,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-28,COL NMHS
SAN MIGUEL AUT,,	1974-08-15,,Operational,Unknown,Land (fixed),0-170-0-23057140|primary,South America,Brazil,Colombia,5.73103,-74.72583,176,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-28,COL NMHS
SAN PEDRITO AUT,,	1978-05-15,,Operational,Unknown,Land (fixed),0-170-0-29047070|primary,South America,Brazil,Colombia,10.2682,-74.90786,8,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-28,COL NMHS
SAN VICENTE DEL CAGUAN.,,,,Operational,Unknown,Land (fixed),0-20000-0-80318|primary,South America,Brazil,Colombia,2.15,-74.8,300,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
SANTA HELENA,,	1975-03-15,,Operational,Partly operational,Land (fixed),0-170-0-22070030|primary,South America,Brazil,Colombia,4.12456,-75.49953,2606,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
SANTA ISABEL VALDIVIA - AUT,,	2004-11-22,,Operational,Silent,Land (fixed),0-170-0-26255030|primary,South America,Brazil,Colombia,6.16,-75.44,1,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
SANTA MARIA,,	1971-09-15,,Operational,Partly operational,Land (fixed),0-170-0-21125010|primary,South America,Brazil,Colombia,2.93569,-75.58905,1351,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
SANTA MARTA/SIMON BOLIVAR,,	1952-06-15,,Operational,Partly operational,Land (fixed),0-20000-0-80009|primary,South America,Brazil,Colombia,11.1333333333,-74.2333333333,4,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
SILOE - AUT,,	2005-06-28,,Operational,Silent,Land (fixed),0-170-0-26085160|primary,South America,Brazil,Colombia,3.4255,-76.5606,1238,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
SINDAGUA,,	1987-07-15,,Operational,Partly operational,Land (fixed),0-170-0-52055090|primary,South America,Brazil,Colombia,1.10758,-77.38936,2741,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
Saladito,Saladito [52010110],	1990-12-01,,Operational,Unknown,Land (fixed),0-170-0-52010110|primary,South America,Brazil,Colombia,2.334583,-76.620111,1820,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,36|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
San Juan,San Juan [21050320],	2002-01-01,,Operational,Unknown,Land (fixed),0-170-0-21050320|primary,South America,Brazil,Colombia,2.343444,-76.308417,3253,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
San Vicente,San Vicente [21050160],	1975-12-01,,Operational,Unknown,Land (fixed),0-170-0-21050160|primary,South America,Brazil,Colombia,2.317056,-76.010139,1745,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,10|240,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Santa Teresa,Santa Teresa [21050240],	1975-11-13,,Operational,Unknown,Land (fixed),0-170-0-21050240|primary,South America,Brazil,Colombia,2.460611,-76.054194,1600,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,9|220,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Saté,Saté [26020180],	1970-05-11,,Operational,Unknown,Land (fixed),0-170-0-26020180|primary,South America,Brazil,Colombia,2.49625,-76.638361,1742,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,117|530,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Silvia Planta Eléctrica,Silvia Planta Eléctrica [26020020],	1947-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020020|primary,South America,Brazil,Colombia,2.624667,-76.349139,2446,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,14|520,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
TAMARA - AUT,,	2017-08-23,,Operational,Partly operational,Land (fixed),0-170-0-35235050|primary,South America,Brazil,Colombia,5.81858,-72.16678,1012,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
TAME/TAME,,,,Operational,Unknown,Land (fixed),0-20000-0-80132|primary,South America,Brazil,Colombia,6.45,-71.75,350,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TANGUA,,	1957-01-15,,Operational,Operational,Land (fixed),0-170-0-52050080|primary,South America,Brazil,Colombia,1.09417,-77.39197,2416,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-07-28,COL NMHS
TAURAMENA,,	1974-11-15,,Operational,Operational,Land (fixed),0-170-0-35195020|primary,South America,Brazil,Colombia,5.02007,-72.73168,446,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
TESORITO FINCA  - AUT,,	1992-10-14,,Operational,Silent,Land (fixed),0-170-0-26155170|primary,South America,Brazil,Colombia,5.0322,-75.4383,2325,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,134|1450,GOS General:Operational,	2022-03-30,COL NMHS
TOQUILLA - AUT,,	2016-12-15,,Operational,Operational,Land (fixed),0-170-0-35195060|primary,South America,Brazil,Colombia,5.52361,-72.79097,2950,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-10,Jorge Andres Gonzalez Rojas
TRES ESQUINAS,,	1971-04-14,,Operational,Partly operational,Land (fixed),0-170-0-44055010|primary,South America,Brazil,Colombia,0.74444,-75.23389,197,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,0|10,RBON:Operational,	2023-04-10,Jorge Andres Gonzalez Rojas
TRINIDAD/TRINIDAD,,,,Operational,Unknown,Land (fixed),0-20000-0-80175|primary,South America,Brazil,Colombia,5.4333333333,-71.65,217,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TUMACO *,,,,Operational,Unknown,Land (fixed),0-20000-0-80337|primary,South America,Brazil,Colombia,1.85,-78.7666666667,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: STATION WITHOUT OBSERVING PROGRAMME/SANS PROGRAMME D'OBSERVATION* (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TUMACO/LA FLORIDA,,,,Operational,Unknown,Land (fixed),0-20000-0-80336|primary,South America,Brazil,Colombia,1.8166666667,-78.75,3,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TUNIA,,	1989-03-15,,Operational,Unknown,Land (fixed),0-170-0-26025100|primary,South America,Brazil,Colombia,2.674472,-76.526333,1822,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,|,GOS General:Operational,	2023-06-20,COL NMHS
TURBO/GONZALO MEJIA,,,,Operational,Unknown,Land (fixed),0-20000-0-80062|primary,South America,Brazil,Colombia,8.1166666667,-76.7333333333,1,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
Tambo,Tambo [26030050],	1953-01-01,,Operational,Unknown,Land (fixed),0-170-0-26030050|primary,South America,Brazil,Colombia,2.455972,-76.811111,1742,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,32|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Termales Pilimbalá,Termales Pilimbalá [26020320],	1970-11-01,,Operational,Unknown,Land (fixed),0-170-0-26020320|primary,South America,Brazil,Colombia,2.363083,-76.404056,3482,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,8|480,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Totoró,Totoró [26020130],	1956-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020130|primary,South America,Brazil,Colombia,2.541833,-76.418806,2427,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,11|560,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
UNIAUTONOMA AUT,,	2021-12-10,,Operational,Unknown,Land (fixed),0-170-0-2904000177|primary,South America,Brazil,Colombia,11.004,-74.82401,110,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-28,COL NMHS
UNIREFORMADA AUT,,	2021-12-10,,Operational,Unknown,Land (fixed),0-170-0-2904000176|primary,South America,Brazil,Colombia,10.9853,-74.81593,99,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-28,COL NMHS
UNIVERSIDAD DE CUNDINAMARCA,,	2004-09-30,,Operational,Unknown,Land (fixed),"0-170-0-21235030|primary,0-170-0-80218",South America,Brazil,Colombia,4.30675,-74.80681,294,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-23,Jorge Andres Gonzalez Rojas
UNIVERSIDAD DEL PACIFICO - AUT,,	2017-12-28,,Operational,Silent,Land (fixed),0-170-0-5311500056|primary,South America,Brazil,Colombia,3.8483,-76.987,16,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
UNIVERSIDAD DEL VALLE  - AUT,,	2006-11-25,,Operational,Silent,Land (fixed),"0-170-0-26055120|primary,0-170-0-80261",South America,Brazil,Colombia,3.378,-76.5339,996,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-14,Jorge Andres Gonzalez Rojas
URE,,	2019-08-07,,Operational,Unknown,Land (fixed),0-170-0-25010060|primary,South America,Brazil,Colombia,7.87114,-75.50911,200,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-28,COL NMHS
VALLE DE SAN JUAN,,	1986-11-15,,Operational,Partly operational,Land (fixed),0-170-0-21185080|primary,South America,Brazil,Colombia,4.21646,-75.10461,591,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
VALLEDUPAR/ALFONSO LOPEZ,,	1972-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80036|primary,South America,Brazil,Colombia,10.4333333333,-73.25,138,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
VENTA DE CAJIBIO,,	1972-11-15,,Operational,Unknown,Land (fixed),0-170-0-26025090|primary,South America,Brazil,Colombia,2.58475,-76.561833,1850,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,|,GOS General:Operational,	2023-06-20,COL NMHS
VILLA TERESA - AUT,,	2005-07-19,,Operational,Silent,Land (fixed),0-170-0-21206920|primary,South America,Brazil,Colombia,4.35,-74.15,3624,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
VILLAVICENCIO/VANGUARDIA,,	1966-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80234|primary,South America,Brazil,Colombia,4.1666666667,-73.6166666667,423,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
ZULUAGA,,	1971-06-15,,Operational,Operational,Land (fixed),0-170-0-21065040|primary,South America,Brazil,Colombia,2.2525,-75.52944,1303,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
