Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
MITU *,,	1963-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80361|primary,South America,Brazil,Colombia,1.1166666667,-70.0833333333,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: STATION WITHOUT OBSERVING PROGRAMME/SANS PROGRAMME D'OBSERVATION* (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
MODULOS - AUT,,	2016-12-15,,Operational,Partly operational,Land (fixed),0-170-0-35225030|primary,South America,Brazil,Colombia,4.91047,-71.43306,139,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-07-31,Jorge Andres Gonzalez Rojas
MONGUA - AUT,,	2017-12-14,,Silent,Silent,Land (fixed),0-170-0-2403500084|primary,South America,Brazil,Colombia,5.758,-72.7949,2932,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
MONGUI - AUT,,	2011-11-22,,Operational,Partly operational,Land (fixed),0-170-0-15065190|primary,South America,Brazil,Colombia,11.2268,-72.8206,60,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2022-08-29,Jorge Andres Gonzalez Rojas
MONTERIA/LOS GARZONES,,	1963-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80063|primary,South America,Brazil,Colombia,8.8166666667,-75.85,20,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
MUSINGA,,	1984-08-15,,Operational,Operational,Land (fixed),0-170-0-11115040|primary,South America,Brazil,Colombia,6.77797,-76.20333,1364,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
NATAGA  - AUT,,	1971-04-14,,Silent,Unknown,Land (fixed),0-170-0-21050090|primary,South America,Brazil,Colombia,2.5514,-75.8065,1545,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,4|210,GBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
NEIVA/BENITO SALAS,,	1930-01-15,,Operational,Partly operational,Land (fixed),0-20000-0-80315|primary,South America,Brazil,Colombia,2.9666666667,-75.3,439,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
NEVADO DEL COCUY - AUT,,	2005-11-18,,Silent,Silent,Land (fixed),0-170-0-24035380|primary,South America,Brazil,Colombia,6.50911,-72.31417,4668,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
NORMAL MANATI - AUT,,	1963-10-15,,Silent,Silent,Land (fixed),0-170-0-29035080|primary,South America,Brazil,Colombia,10.45398,-74.95472,11,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Savannah - dry summer,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at lowest relative elevation within hollows of very low altitude,33|640,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
NUEVA GENERACION  - AUT,,	2001-11-14,,Silent,Unknown,Land (fixed),0-170-0-21206600|primary,South America,Brazil,Colombia,4.78659,-74.10224,2557,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm temperate - Dry and warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of high altitude,,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-10,Jorge Andres Gonzalez Rojas
OCANA/AGUAS CLARAS,,,,Operational,Unknown,Land (fixed),0-20000-0-80077|primary,South America,Brazil,Colombia,8.3166666667,-73.3666666667,1435,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
OLAYA HERRERA - AUT,,	2014-05-12,,Operational,Partly operational,Land (fixed),0-170-0-27015330|primary,South America,Brazil,Colombia,6.22061,-75.58898,1490,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at lowest relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-11-12,Jorge Andres Gonzalez Rojas
OTU *,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-80089|primary,South America,Brazil,Colombia,7,-74.7166666667,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: STATION WITHOUT OBSERVING PROGRAMME/SANS PROGRAMME D'OBSERVATION* (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
PAEZ,,	1975-11-15,,Operational,Operational,Land (fixed),0-170-0-35080050|primary,South America,Brazil,Colombia,5.09624,-73.0529,1318,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
PAISPAMBA,,	1994-06-15,,Operational,Unknown,Land (fixed),0-170-0-52015010|primary,South America,Brazil,Colombia,2.249722,-76.611944,2450,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,|,GOS General:Operational,	2023-06-20,COL NMHS
PALETARA - AUT,,	2011-12-20,,Silent,Silent,Land (fixed),0-170-0-26015050|primary,South America,Brazil,Colombia,2.191722,-76.482028,3009,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
PALMOR - SIERRA NEVADA - AUT,,	2017-04-21,,Silent,Silent,Land (fixed),0-170-0-2906500077|primary,South America,Brazil,Colombia,10.77175,-74.01913,1065,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
PANAMERICANA,,	1963-01-14,,Operational,Partly operational,Land (fixed),0-170-0-56015010|primary,South America,Brazil,Colombia,6.2231,-77.4043,8,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
PANELAS - AUT,,	2017-10-11,,Silent,Silent,Land (fixed),0-170-0-2401500080|primary,South America,Brazil,Colombia,5.63438,-73.38647,3208,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm temperate - Dry and warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,,GOS General:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
PARAMO ALMORZADERO  - AUT,,	2004-10-24,,Silent,Unknown,Land (fixed),0-170-0-24035390|primary,South America,Brazil,Colombia,6.9454,-72.6963,3733,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-12,Jorge Andres Gonzalez Rojas
PARAMO ALTO - AUT,,	2018-03-17,,Silent,Silent,Land (fixed),0-170-0-2120500050|primary,South America,Brazil,Colombia,5.15886,-74.02322,3226,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
PARAMO CHINGAZA  - AUT,,	2004-11-24,,Silent,Unknown,Land (fixed),0-170-0-35035130|primary,South America,Brazil,Colombia,4.71367,-73.80325,3863,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
PARAMO GUERRERO  - AUT,,	2004-11-30,,Silent,Silent,Land (fixed),0-170-0-21206930|primary,South America,Brazil,Colombia,5.08644,-74.02217,3237,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
PARAMO RABANAL - AUT,,	2005-03-13,,Silent,Unknown,Land (fixed),0-170-0-35075080|primary,South America,Brazil,Colombia,5.39239,-73.56278,3335,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-12,Jorge Andres Gonzalez Rojas
PARQUE TAYRONA,,	1977-11-15,,Operational,Operational,Land (fixed),0-170-0-15015100|primary,South America,Brazil,Colombia,11.3103,-73.93347,30,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
PASCA - AUT,,	2005-08-26,,Unknown,Unknown,Land (fixed),0-170-0-21195190|primary,South America,Brazil,Colombia,4.31011,-74.31175,2256,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON,	2022-11-12,Jorge Andres Gonzalez Rojas
PASTO/ANTONIO NARINO,,	1963-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80342|primary,South America,Brazil,Colombia,1.4166666667,-77.2666666667,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
PENA RICA,,	1973-12-15,,Operational,Operational,Land (fixed),0-170-0-22020020|primary,South America,Brazil,Colombia,3.04505,-75.76178,1761,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
PEREIRA/MATECANA,,	1947-09-15,,Operational,Partly operational,Land (fixed),0-20000-0-80210|primary,South America,Brazil,Colombia,4.8166666667,-75.7333333333,1342,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
PESCA - AUT,,	2017-10-12,,Silent,Silent,Land (fixed),0-170-0-2403500083|primary,South America,Brazil,Colombia,5.524,-73.0766,2764,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
PIEDECUESTA GRANJA,,	1970-07-14,,Silent,Unknown,Land (fixed),0-170-0-23190700|primary,South America,Brazil,Colombia,6.99333,-73.06778,951,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,136|1110,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-12,Jorge Andres Gonzalez Rojas
PIJAO - AUT,,	2017-07-05,,Unknown,Unknown,Land (fixed),0-170-0-2612500124|primary,South America,Brazil,Colombia,4.3314,-75.68414,2005,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON,	2023-05-30,Jorge Andres Gonzalez Rojas
PISBA - AUT,,	2016-12-15,,Operational,Operational,Land (fixed),0-170-0-35215030|primary,South America,Brazil,Colombia,5.72055,-72.48847,1465,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-07-31,Jorge Andres Gonzalez Rojas
PITALITO,,	1980-01-01,,Operational,Silent,Land (fixed),0-20000-0-80346|primary,South America,Brazil,Colombia,1.8666666667,-76.05,1320,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
PNN CHINGAZA - AUT,,	2007-12-06,,Silent,Silent,Land (fixed),0-170-0-35025080|primary,South America,Brazil,Colombia,4.661,-73.82733,3205,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
PNN PURACE - AUT,,	2007-09-26,,Silent,Silent,Land (fixed),0-170-0-26015030|primary,South America,Brazil,Colombia,2.356849,-76.403544,3683,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
PNN QUIMBAYA - AUT,,	2004-07-14,,Silent,Silent,Land (fixed),0-170-0-26135300|primary,South America,Brazil,Colombia,4.72858,-75.57822,1881,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of high altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
POLIDEPORTIVO CACHIRA - AUT,,	2017-12-12,,Silent,Silent,Land (fixed),0-170-0-2319500125|primary,South America,Brazil,Colombia,7.7372,-73.0489,1992,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
POPAYAN/MACHANGARA *,,,,Operational,Unknown,Land (fixed),0-20000-0-80308|primary,South America,Brazil,Colombia,2.4666666667,-76.6,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: STATION WITHOUT OBSERVING PROGRAMME/SANS PROGRAMME D'OBSERVATION* (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
POTREROS - AUT,,	2017-12-03,,Unknown,Unknown,Land (fixed),0-170-0-2613500126|primary,South America,Brazil,Colombia,4.8857,-75.55808,2102,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON,	2023-05-30,Jorge Andres Gonzalez Rojas
PUERTA ROJA - AUT,,	2004-08-23,,Operational,Silent,Land (fixed),0-170-0-25025350|primary,South America,Brazil,Colombia,9.3164,-75.3875,160,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
PUERTO ASIS,,	1972-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80372|primary,South America,Brazil,Colombia,0.5,-76.5,254,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
PUERTO BOYACA,,	1974-08-15,,Operational,Partly operational,Land (fixed),0-170-0-23115010|primary,South America,Brazil,Colombia,6.22127,-74.56166,127,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
PUERTO CARRENO/A.GUAUQUEA,,	2016-04-29,,Operational,Partly operational,Land (fixed),0-20000-0-80139|primary,South America,Brazil,Colombia,6.1666666667,-67.5,55,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
PUERTO ESTRELLA - AUT,,	2017-05-01,,Operational,Partly operational,Land (fixed),0-170-0-1508500053|primary,South America,Brazil,Colombia,12.33919,-71.32158,23,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-07-31,Jorge Andres Gonzalez Rojas
PUERTO LEGUIZAMO,,	1980-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80385|primary,South America,Brazil,Colombia,-0.2,-74.7666666667,147,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
PUERTO LIBERTADOR,,	1989-05-15,,Operational,Operational,Land (fixed),0-170-0-25010010|primary,South America,Brazil,Colombia,7.89028,-75.68,55,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
Pasto,,	1998-01-01,,Operational,Unknown,Land (fixed),0-20008-0-PTO|primary,South America,Brazil,Colombia,1.2250000238,-77.2830581665,2560,,UTC-5,,,,"Pasto, city in southwestern Colombia, capital of the department Nariño, on a plateau of the Andes Mountains. The city is just 8 km from the Galeras volcano. Volcanic activity has been frequent in the last five years, including an eruption in January 1993. The city is on the Pan-American Highway and is an important commercial and transportation center for the surrounding agricultural region.",Warm temperate - Dry and warm summer,,,,,GAW Regional:Operational,	2009-03-13,
Piendamo,Piendamo [26020030],	1947-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020030|primary,South America,Brazil,Colombia,2.642694,-76.536111,1872,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,23|610,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Polindara,Polindara [26020460],	1984-10-25,,Operational,Unknown,Land (fixed),0-170-0-26020460|primary,South America,Brazil,Colombia,2.487583,-76.404667,2507,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,8|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Popayán,Popayán [26030020],	1950-01-01,,Operational,Unknown,Land (fixed),0-170-0-26030020|primary,South America,Brazil,Colombia,2.45,-76.616667,1730,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,112|530,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Puracé,Puracé [26010030],	1959-05-01,,Operational,Unknown,Land (fixed),0-170-0-26010030|primary,South America,Brazil,Colombia,2.380861,-76.454778,2652,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,20|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
QUIBDO/EL CARANO,,	1947-02-15,,Operational,Partly operational,Land (fixed),0-20000-0-80144|primary,South America,Brazil,Colombia,5.7166666667,-76.6166666667,53,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-08-04,Jorge Andres Gonzalez Rojas
REMOLINO ALERTAS - EL VOLCAN - AUT,,	2005-06-28,,Silent,Silent,Land (fixed),0-170-0-2603500127|primary,South America,Brazil,Colombia,2.47489,-76.58128,1837,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
RESERVA NATURAL LA PLANADA - AUT,,	2017-07-14,,Unknown,Unknown,Land (fixed),0-170-0-5102500128|primary,South America,Brazil,Colombia,1.1578,-77.9765,1835,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON,	2022-11-12,Jorge Andres Gonzalez Rojas
RETIRO - AUT,,	2017-04-28,,Silent,Silent,Land (fixed),0-170-0-2308500071|primary,South America,Brazil,Colombia,6.0603,-75.50951,2233,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
RIO BOBO,,	1965-01-15,,Operational,Partly operational,Land (fixed),0-170-0-52050060|primary,South America,Brazil,Colombia,1.0995,-77.29972,2988,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
RIOHACHA/ALMIRANTE PADILLA,,	1975-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80035|primary,South America,Brazil,Colombia,11.5333333333,-72.9333333333,4,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBCN;RBSN(ST);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(ST) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
RIONEGRO/J.M.CORDOVA,,	2006-11-27,,Operational,Operational,Land (fixed),0-20000-0-80112|primary,South America,Brazil,Colombia,6.1333333333,-75.4333333333,2140,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-08-04,Jorge Andres Gonzalez Rojas
